id,species,generation_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,speed,special-attack,special-defense
542,leavanny,5,1.2,20.5,225,bug,grass,75,103,80,92,70,80
543,venipede,5,0.4,5.3,52,bug,poison,30,45,59,57,30,39
544,whirlipede,5,1.2,58.5,126,bug,poison,40,55,99,47,40,79
545,scolipede,5,2.5,200.5,218,bug,poison,60,100,89,112,55,69
546,cottonee,5,0.3,0.6,56,grass,fairy,40,27,60,66,37,50
547,whimsicott,5,0.7,6.6,168,grass,fairy,60,67,85,116,77,75
548,petilil,5,0.5,6.6,56,grass,,45,35,50,30,70,50
549,lilligant,5,1.1,16.3,168,grass,,70,60,75,90,110,75
550,basculin,5,1.0,18.0,161,water,,70,92,65,98,80,55
551,sandile,5,0.7,15.2,58,ground,dark,50,72,35,65,35,35
552,krokorok,5,1.0,33.4,123,ground,dark,60,82,45,74,45,45
553,krookodile,5,1.5,96.3,234,ground,dark,95,117,80,92,65,70
554,darumaka,5,0.6,37.5,63,fire,,70,90,45,50,15,45
555,darmanitan,5,1.3,92.9,168,fire,,105,140,55,95,30,55
556,maractus,5,1.0,28.0,161,grass,,75,86,67,60,106,67
557,dwebble,5,0.3,14.5,65,bug,rock,50,65,85,55,35,35
558,crustle,5,1.4,200.0,170,bug,rock,70,105,125,45,65,75
559,scraggy,5,0.6,11.8,70,dark,fighting,50,75,70,48,35,70
560,scrafty,5,1.1,30.0,171,dark,fighting,65,90,115,58,45,115
561,sigilyph,5,1.4,14.0,172,psychic,flying,72,58,80,97,103,80
562,yamask,5,0.5,1.5,61,ghost,,38,30,85,30,55,65
563,cofagrigus,5,1.7,76.5,169,ghost,,58,50,145,30,95,105
564,tirtouga,5,0.7,16.5,71,water,rock,54,78,103,22,53,45
565,carracosta,5,1.2,81.0,173,water,rock,74,108,133,32,83,65
566,archen,5,0.5,9.5,71,rock,flying,55,112,45,70,74,45
567,archeops,5,1.4,32.0,177,rock,flying,75,140,65,110,112,65
568,trubbish,5,0.6,31.0,66,poison,,50,50,62,65,40,62
569,garbodor,5,1.9,107.3,166,poison,,80,95,82,75,60,82
570,zorua,5,0.7,12.5,66,dark,,40,65,40,65,80,40
571,zoroark,5,1.6,81.1,179,dark,,60,105,60,105,120,60
572,minccino,5,0.4,5.8,60,normal,,55,50,40,75,40,40
573,cinccino,5,0.5,7.5,165,normal,,75,95,60,115,65,60
574,gothita,5,0.4,5.8,58,psychic,,45,30,50,45,55,65
575,gothorita,5,0.7,18.0,137,psychic,,60,45,70,55,75,85
576,gothitelle,5,1.5,44.0,221,psychic,,70,55,95,65,95,110
577,solosis,5,0.3,1.0,58,psychic,,45,30,40,20,105,50
578,duosion,5,0.6,8.0,130,psychic,,65,40,50,30,125,60
579,reuniclus,5,1.0,20.1,221,psychic,,110,65,75,30,125,85
580,ducklett,5,0.5,5.5,61,water,flying,62,44,50,55,44,50
581,swanna,5,1.3,24.2,166,water,flying,75,87,63,98,87,63
582,vanillite,5,0.4,5.7,61,ice,,36,50,50,44,65,60
583,vanillish,5,1.1,41.0,138,ice,,51,65,65,59,80,75
584,vanilluxe,5,1.3,57.5,241,ice,,71,95,85,79,110,95
585,deerling,5,0.6,19.5,67,normal,grass,60,60,50,75,40,50
586,sawsbuck,5,1.9,92.5,166,normal,grass,80,100,70,95,60,70
587,emolga,5,0.4,5.0,150,electric,flying,55,75,60,103,75,60
588,karrablast,5,0.5,5.9,63,bug,,50,75,45,60,40,45
589,escavalier,5,1.0,33.0,173,bug,steel,70,135,105,20,60,105
590,foongus,5,0.2,1.0,59,grass,poison,69,55,45,15,55,55
591,amoonguss,5,0.6,10.5,162,grass,poison,114,85,70,30,85,80
592,frillish,5,1.2,33.0,67,water,ghost,55,40,50,40,65,85
593,jellicent,5,2.2,135.0,168,water,ghost,100,60,70,60,85,105
594,alomomola,5,1.2,31.6,165,water,,165,75,80,65,40,45
595,joltik,5,0.1,0.6,64,bug,electric,50,47,50,65,57,50
596,galvantula,5,0.8,14.3,165,bug,electric,70,77,60,108,97,60
597,ferroseed,5,0.6,18.8,61,grass,steel,44,50,91,10,24,86
598,ferrothorn,5,1.0,110.0,171,grass,steel,74,94,131,20,54,116
599,klink,5,0.3,21.0,60,steel,,40,55,70,30,45,60
600,klang,5,0.6,51.0,154,steel,,60,80,95,50,70,85
601,klinklang,5,0.6,81.0,234,steel,,60,100,115,90,70,85
602,tynamo,5,0.2,0.3,55,electric,,35,55,40,60,45,40
603,eelektrik,5,1.2,22.0,142,electric,,65,85,70,40,75,70
604,eelektross,5,2.1,80.5,232,electric,,85,115,80,50,105,80
605,elgyem,5,0.5,9.0,67,psychic,,55,55,55,30,85,55
606,beheeyem,5,1.0,34.5,170,psychic,,75,75,75,40,125,95
607,litwick,5,0.3,3.1,55,ghost,fire,50,30,55,20,65,55
608,lampent,5,0.6,13.0,130,ghost,fire,60,40,60,55,95,60
609,chandelure,5,1.0,34.3,234,ghost,fire,60,55,90,80,145,90
610,axew,5,0.6,18.0,64,dragon,,46,87,60,57,30,40
611,fraxure,5,1.0,36.0,144,dragon,,66,117,70,67,40,50
612,haxorus,5,1.8,105.5,243,dragon,,76,147,90,97,60,70
613,cubchoo,5,0.5,8.5,61,ice,,55,70,40,40,60,40
614,beartic,5,2.6,260.0,177,ice,,95,130,80,50,70,80
615,cryogonal,5,1.1,148.0,180,ice,,80,50,50,105,95,135
616,shelmet,5,0.4,7.7,61,bug,,50,40,85,25,40,65
617,accelgor,5,0.8,25.3,173,bug,,80,70,40,145,100,60
618,stunfisk,5,0.7,11.0,165,ground,electric,109,66,84,32,81,99
619,mienfoo,5,0.9,20.0,70,fighting,,45,85,50,65,55,50
620,mienshao,5,1.4,35.5,179,fighting,,65,125,60,105,95,60
621,druddigon,5,1.6,139.0,170,dragon,,77,120,90,48,60,90
622,golett,5,1.0,92.0,61,ground,ghost,59,74,50,35,35,50
623,golurk,5,2.8,330.0,169,ground,ghost,89,124,80,55,55,80
624,pawniard,5,0.5,10.2,68,dark,steel,45,85,70,60,40,40
625,bisharp,5,1.6,70.0,172,dark,steel,65,125,100,70,60,70
626,bouffalant,5,1.6,94.6,172,normal,,95,110,95,55,40,95
627,rufflet,5,0.5,10.5,70,normal,flying,70,83,50,60,37,50
628,braviary,5,1.5,41.0,179,normal,flying,100,123,75,80,57,75
629,vullaby,5,0.5,9.0,74,dark,flying,70,55,75,60,45,65
630,mandibuzz,5,1.2,39.5,179,dark,flying,110,65,105,80,55,95
631,heatmor,5,1.4,58.0,169,fire,,85,97,66,65,105,66
632,durant,5,0.3,33.0,169,bug,steel,58,109,112,109,48,48
633,deino,5,0.8,17.3,60,dark,dragon,52,65,50,38,45,50
634,zweilous,5,1.4,50.0,147,dark,dragon,72,85,70,58,65,70
635,hydreigon,5,1.8,160.0,270,dark,dragon,92,105,90,98,125,90
636,larvesta,5,1.1,28.8,72,bug,fire,55,85,55,60,50,55
637,volcarona,5,1.6,46.0,248,bug,fire,85,60,65,100,135,105
638,cobalion,5,2.1,250.0,261,steel,fighting,91,90,129,108,90,72
639,terrakion,5,1.9,260.0,261,rock,fighting,91,129,90,108,72,90
640,virizion,5,2.0,200.0,261,grass,fighting,91,90,72,108,90,129
641,tornadus,5,1.5,63.0,261,flying,,79,115,70,111,125,80
642,thundurus,5,1.5,61.0,261,electric,flying,79,115,70,111,125,80
643,reshiram,5,3.2,330.0,306,dragon,fire,100,120,100,90,150,120
644,zekrom,5,2.9,345.0,306,dragon,electric,100,150,120,90,120,100
645,landorus,5,1.5,68.0,270,ground,flying,89,125,90,101,115,80
646,kyurem,5,3.0,325.0,297,dragon,ice,125,130,90,95,130,90
647,keldeo,5,1.4,48.5,261,water,fighting,91,72,90,108,129,90
648,meloetta,5,0.6,6.5,270,normal,psychic,100,77,77,90,128,128
649,genesect,5,1.5,82.5,270,bug,steel,71,120,95,99,120,95
650,chespin,6,0.4,9.0,63,grass,,56,61,65,38,48,45
651,quilladin,6,0.7,29.0,142,grass,,61,78,95,57,56,58
652,chesnaught,6,1.6,90.0,239,grass,fighting,88,107,122,64,74,75
653,fennekin,6,0.4,9.4,61,fire,,40,45,40,60,62,60
654,braixen,6,1.0,14.5,143,fire,,59,59,58,73,90,70
655,delphox,6,1.5,39.0,240,fire,psychic,75,69,72,104,114,100
656,froakie,6,0.3,7.0,63,water,,41,56,40,71,62,44
657,frogadier,6,0.6,10.9,142,water,,54,63,52,97,83,56
658,greninja,6,1.5,40.0,239,water,dark,72,95,67,122,103,71
659,bunnelby,6,0.4,5.0,47,normal,,38,36,38,57,32,36
660,diggersby,6,1.0,42.4,148,normal,ground,85,56,77,78,50,77
661,fletchling,6,0.3,1.7,56,normal,flying,45,50,43,62,40,38
662,fletchinder,6,0.7,16.0,134,fire,flying,62,73,55,84,56,52
663,talonflame,6,1.2,24.5,175,fire,flying,78,81,71,126,74,69
664,scatterbug,6,0.3,2.5,40,bug,,38,35,40,35,27,25
665,spewpa,6,0.3,8.4,75,bug,,45,22,60,29,27,30
666,vivillon,6,1.2,17.0,185,bug,flying,80,52,50,89,90,50
667,litleo,6,0.6,13.5,74,fire,normal,62,50,58,72,73,54
668,pyroar,6,1.5,81.5,177,fire,normal,86,68,72,106,109,66
669,flabebe,6,0.1,0.1,61,fairy,,44,38,39,42,61,79
670,floette,6,0.2,0.9,130,fairy,,54,45,47,52,75,98
671,florges,6,1.1,10.0,248,fairy,,78,65,68,75,112,154
672,skiddo,6,0.9,31.0,70,grass,,66,65,48,52,62,57
673,gogoat,6,1.7,91.0,186,grass,,123,100,62,68,97,81
674,pancham,6,0.6,8.0,70,fighting,,67,82,62,43,46,48
675,pangoro,6,2.1,136.0,173,fighting,dark,95,124,78,58,69,71
676,furfrou,6,1.2,28.0,165,normal,,75,80,60,102,65,90
677,espurr,6,0.3,3.5,71,psychic,,62,48,54,68,63,60
678,meowstic,6,0.6,8.5,163,psychic,,74,48,76,104,83,81
679,honedge,6,0.8,2.0,65,steel,ghost,45,80,100,28,35,37
680,doublade,6,0.8,4.5,157,steel,ghost,59,110,150,35,45,49
681,aegislash,6,1.7,53.0,234,steel,ghost,60,50,150,60,50,150
682,spritzee,6,0.2,0.5,68,fairy,,78,52,60,23,63,65
683,aromatisse,6,0.8,15.5,162,fairy,,101,72,72,29,99,89
684,swirlix,6,0.4,3.5,68,fairy,,62,48,66,49,59,57
685,slurpuff,6,0.8,5.0,168,fairy,,82,80,86,72,85,75
686,inkay,6,0.4,3.5,58,dark,psychic,53,54,53,45,37,46
687,malamar,6,1.5,47.0,169,dark,psychic,86,92,88,73,68,75
688,binacle,6,0.5,31.0,61,rock,water,42,52,67,50,39,56
689,barbaracle,6,1.3,96.0,175,rock,water,72,105,115,68,54,86
690,skrelp,6,0.5,7.3,64,poison,water,50,60,60,30,60,60
691,dragalge,6,1.8,81.5,173,poison,dragon,65,75,90,44,97,123
692,clauncher,6,0.5,8.3,66,water,,50,53,62,44,58,63
693,clawitzer,6,1.3,35.3,100,water,,71,73,88,59,120,89
694,helioptile,6,0.5,6.0,58,electric,normal,44,38,33,70,61,43
695,heliolisk,6,1.0,21.0,168,electric,normal,62,55,52,109,109,94
696,tyrunt,6,0.8,26.0,72,rock,dragon,58,89,77,48,45,45
697,tyrantrum,6,2.5,270.0,182,rock,dragon,82,121,119,71,69,59
698,amaura,6,1.3,25.2,72,rock,ice,77,59,50,46,67,63
699,aurorus,6,2.7,225.0,104,rock,ice,123,77,72,58,99,92
700,sylveon,6,1.0,23.5,184,fairy,,95,65,65,60,110,130
701,hawlucha,6,0.8,21.5,175,fighting,flying,78,92,75,118,74,63
702,dedenne,6,0.2,2.2,151,electric,fairy,67,58,57,101,81,67
703,carbink,6,0.3,5.7,100,rock,fairy,50,50,150,50,50,150
704,goomy,6,0.3,2.8,60,dragon,,45,50,35,40,55,75
705,sliggoo,6,0.8,17.5,158,dragon,,68,75,53,60,83,113
706,goodra,6,2.0,150.5,270,dragon,,90,100,70,80,110,150
707,klefki,6,0.2,3.0,165,steel,fairy,57,80,91,75,80,87
708,phantump,6,0.4,7.0,62,ghost,grass,43,70,48,38,50,60
709,trevenant,6,1.5,71.0,166,ghost,grass,85,110,76,56,65,82
710,pumpkaboo,6,0.4,5.0,67,ghost,grass,49,66,70,51,44,55
711,gourgeist,6,0.9,12.5,173,ghost,grass,65,90,122,84,58,75
712,bergmite,6,1.0,99.5,61,ice,,55,69,85,28,32,35
713,avalugg,6,2.0,505.0,180,ice,,95,117,184,28,44,46
714,noibat,6,0.5,8.0,49,flying,dragon,40,30,35,55,45,40
715,noivern,6,1.5,85.0,187,flying,dragon,85,70,80,123,97,80
716,xerneas,6,3.0,215.0,306,fairy,,126,131,95,99,131,98
717,yveltal,6,5.8,203.0,306,dark,flying,126,131,95,99,131,98
718,zygarde,6,5.0,305.0,270,dragon,ground,108,100,121,95,81,95
719,diancie,6,0.7,8.8,270,rock,fairy,50,100,150,50,100,150
720,hoopa,6,0.5,9.0,270,psychic,ghost,80,110,60,70,150,130
721,volcanion,6,1.7,195.0,270,fire,water,80,110,120,70,130,90
722,rowlet,7,0.3,1.5,64,grass,flying,68,55,55,42,50,50
723,dartrix,7,0.7,16.0,147,grass,flying,78,75,75,52,70,70
724,decidueye,7,1.6,36.6,239,grass,ghost,78,107,75,70,100,100
725,litten,7,0.4,4.3,64,fire,,45,65,40,70,60,40
726,torracat,7,0.7,25.0,147,fire,,65,85,50,90,80,50
727,incineroar,7,1.8,83.0,239,fire,dark,95,115,90,60,80,90
728,popplio,7,0.4,7.5,64,water,,50,54,54,40,66,56
729,brionne,7,0.6,17.5,147,water,,60,69,69,50,91,81
730,primarina,7,1.8,44.0,239,water,fairy,80,74,74,60,126,116
731,pikipek,7,0.3,1.2,53,normal,flying,35,75,30,65,30,30
732,trumbeak,7,0.6,14.8,124,normal,flying,55,85,50,75,40,50
733,toucannon,7,1.1,26.0,218,normal,flying,80,120,75,60,75,75
734,yungoos,7,0.4,6.0,51,normal,,48,70,30,45,30,30
735,gumshoos,7,0.7,14.2,146,normal,,88,110,60,45,55,60
736,grubbin,7,0.4,4.4,60,bug,,47,62,45,46,55,45
737,charjabug,7,0.5,10.5,140,bug,electric,57,82,95,36,55,75
738,vikavolt,7,1.5,45.0,225,bug,electric,77,70,90,43,145,75
739,crabrawler,7,0.6,7.0,68,fighting,,47,82,57,63,42,47
740,crabominable,7,1.7,180.0,167,fighting,ice,97,132,77,43,62,67
741,oricorio,7,0.6,3.4,167,fire,flying,75,70,70,93,98,70
742,cutiefly,7,0.1,0.2,61,bug,fairy,40,45,40,84,55,40
743,ribombee,7,0.2,0.5,162,bug,fairy,60,55,60,124,95,70
744,rockruff,7,0.5,9.2,56,rock,,45,65,40,60,30,40
745,lycanroc,7,0.8,25.0,170,rock,,75,115,65,112,55,65
746,wishiwashi,7,0.2,0.3,61,water,,45,20,20,40,25,25
747,mareanie,7,0.4,8.0,61,poison,water,50,53,62,45,43,52
748,toxapex,7,0.7,14.5,173,poison,water,50,63,152,35,53,142
749,mudbray,7,1.0,110.0,77,ground,,70,100,70,45,45,55
750,mudsdale,7,2.5,920.0,175,ground,,100,125,100,35,55,85
751,dewpider,7,0.3,4.0,54,water,bug,38,40,52,27,40,72
752,araquanid,7,1.8,82.0,159,water,bug,68,70,92,42,50,132
753,fomantis,7,0.3,1.5,50,grass,,40,55,35,35,50,35
754,lurantis,7,0.9,18.5,168,grass,,70,105,90,45,80,90
755,morelull,7,0.2,1.5,57,grass,fairy,40,35,55,15,65,75
756,shiinotic,7,1.0,11.5,142,grass,fairy,60,45,80,30,90,100
757,salandit,7,0.6,4.8,64,poison,fire,48,44,40,77,71,40
758,salazzle,7,1.2,22.2,168,poison,fire,68,64,60,117,111,60
759,stufful,7,0.5,6.8,68,normal,fighting,70,75,50,50,45,50
760,bewear,7,2.1,135.0,175,normal,fighting,120,125,80,60,55,60
761,bounsweet,7,0.3,3.2,42,grass,,42,30,38,32,30,38
762,steenee,7,0.7,8.2,102,grass,,52,40,48,62,40,48
763,tsareena,7,1.2,21.4,230,grass,,72,120,98,72,50,98
764,comfey,7,0.1,0.3,170,fairy,,51,52,90,100,82,110
765,oranguru,7,1.5,76.0,172,normal,psychic,90,60,80,60,90,110
766,passimian,7,2.0,82.8,172,fighting,,100,120,90,80,40,60
767,wimpod,7,0.5,12.0,46,bug,water,25,35,40,80,20,30
768,golisopod,7,2.0,108.0,186,bug,water,75,125,140,40,60,90
769,sandygast,7,0.5,70.0,64,ghost,ground,55,55,80,15,70,45
770,palossand,7,1.3,250.0,168,ghost,ground,85,75,110,35,100,75
771,pyukumuku,7,0.3,1.2,144,water,,55,60,130,5,30,130
772,type-null,7,1.9,120.5,107,normal,,95,95,95,59,95,95
773,silvally,7,2.3,100.5,257,normal,,95,95,95,95,95,95
774,minior,7,0.3,40.0,154,rock,flying,60,60,100,60,60,100
775,komala,7,0.4,19.9,168,normal,,65,115,65,65,75,95
776,turtonator,7,2.0,212.0,170,fire,dragon,60,78,135,36,91,85
777,togedemaru,7,0.3,3.3,152,electric,steel,65,98,63,96,40,73
778,mimikyu,7,0.2,0.7,167,ghost,fairy,55,90,80,96,50,105
779,bruxish,7,0.9,19.0,166,water,psychic,68,105,70,92,70,70
780,drampa,7,3.0,185.0,170,normal,dragon,78,60,85,36,135,91
781,dhelmise,7,3.9,210.0,181,ghost,grass,70,131,100,40,86,90
782,jangmo-o,7,0.6,29.7,60,dragon,,45,55,65,45,45,45
783,hakamo-o,7,1.2,47.0,147,dragon,fighting,55,75,90,65,65,70
784,kommo-o,7,1.6,78.2,270,dragon,fighting,75,110,125,85,100,105
785,tapu-koko,7,1.8,20.5,257,electric,fairy,70,115,85,130,95,75
786,tapu-lele,7,1.2,18.6,257,psychic,fairy,70,85,75,95,130,115
787,tapu-bulu,7,1.9,45.5,257,grass,fairy,70,130,115,75,85,95
788,tapu-fini,7,1.3,21.2,257,water,fairy,70,75,115,85,95,130
789,cosmog,7,0.2,0.1,40,psychic,,43,29,31,37,29,31
790,cosmoem,7,0.1,999.9,140,psychic,,43,29,131,37,29,131
791,solgaleo,7,3.4,230.0,306,psychic,steel,137,137,107,97,113,89
792,lunala,7,4.0,120.0,306,psychic,ghost,137,113,89,97,137,107
793,nihilego,7,1.2,55.5,257,rock,poison,109,53,47,103,127,131
794,buzzwole,7,2.4,333.6,257,bug,fighting,107,139,139,79,53,53
795,pheromosa,7,1.8,25.0,257,bug,fighting,71,137,37,151,137,37
796,xurkitree,7,3.8,100.0,257,electric,,83,89,71,83,173,71
797,celesteela,7,9.2,999.9,257,steel,flying,97,101,103,61,107,101
798,kartana,7,0.3,0.1,257,grass,steel,59,181,131,109,59,31
799,guzzlord,7,5.5,888.0,257,dark,dragon,223,101,53,43,97,53
800,necrozma,7,2.4,230.0,270,psychic,,97,107,101,79,127,89
801,magearna,7,1.0,80.5,270,steel,fairy,80,95,115,65,130,115
802,marshadow,7,0.7,22.2,270,fighting,ghost,90,125,80,125,90,90
803,poipole,7,0.6,1.8,189,poison,,67,73,67,73,73,67
804,naganadel,7,3.6,150.0,243,poison,dragon,73,73,73,121,127,73
805,stakataka,7,5.5,820.0,257,rock,steel,61,131,211,13,53,101
806,blacephalon,7,1.8,13.0,257,fire,ghost,53,127,53,107,151,79
807,zeraora,7,1.5,44.5,270,electric,,88,112,75,143,102,80
